2024-06-27 17:25:12,940 - INFO - Configuration:
{
    "task": "2",
    "topic": "ft_balanced_full_size_cropping",
    "fusion": false,
    "feature_save_dir": "",
    "number_gpus": "1",
    "modalities": [
        "rgb",
        "rgb2"
    ],
    "encoder_model": "MIX",
    "modalities_encoders": {
        "rgb": "CLIP-VIP",
        "rgb2": "OMNIVORE"
    },
    "dataset": "DAA",
    "split": "1",
    "num_classes": 34,
    "in_features": 512,
    "full_train_classifiers": false,
    "epochs": 500,
    "res_cktp": false,
    "mixed_frames": false,
    "augs": true,
    "cktp_dir": "/home/bas06400/Thesis/VIP/src/align_checkpoints",
    "aligned_model": "checkpoint_rgb_rgb2_MIX_DAA_1_20240627_015626.pth",
    "learning_rate": 0.0001,
    "temperature": 0.1,
    "num_workers": 10,
    "data_list": "/home/bas06400/Thesis/rgb_ir_dataset.txt",
    "data_root": "/net/polaris/storage/deeplearning/ntu",
    "batch_size": 32,
    "random_sample": false,
    "pin_memory": true,
    "clip_config": "openai/clip-vit-base-patch16",
    "clip_weights": "openai/clip-vit-base-patch16",
    "clip_vision_additional_config": {
        "type": "ViP",
        "temporal_size": 12,
        "if_use_temporal_embed": true,
        "logit_scale_init_value": 4.6,
        "add_cls_num": 3
    },
    "e2e_weights_path": "/home/bas06400/Thesis/pretrain_clipvip_base_16.pt"
}
2024-06-27 17:25:13,176 - INFO - Applying Augmentations
2024-06-27 17:25:13,183 - INFO - Applying Augmentations
2024-06-27 17:25:13,190 - INFO - Applying Augmentations
2024-06-27 17:25:13,190 - INFO - Training classifiers...
2024-06-27 17:25:13,268 - INFO - Training on the following GPUs [0]
2024-06-27 17:25:18,101 - INFO - Using depth mode summed_rgb_d_tokens
2024-06-27 18:58:04,584 - INFO - Epoch 27, Val rgb - Loss: 0.0275, Accuracy: 0.7769, Balanced Accuracy: 0.6189
2024-06-27 18:58:04,586 - INFO - Epoch 27, Val rgb2 - Loss: 0.0317, Accuracy: 0.8137, Balanced Accuracy: 0.7045
2024-06-27 18:58:12,197 - INFO - Epoch 28, Train rgb - Loss: 0.0011, Accuracy: 0.9913, Balanced Accuracy: 0.9913
2024-06-27 18:58:12,280 - INFO - Epoch 28, Train rgb2 - Loss: 0.0009, Accuracy: 0.9915, Balanced Accuracy: 0.9915
2024-06-27 18:58:12,576 - INFO - Epoch 28, Val rgb - Loss: 0.0275, Accuracy: 0.7783, Balanced Accuracy: 0.6193
2024-06-27 18:58:12,578 - INFO - Epoch 28, Val rgb2 - Loss: 0.0319, Accuracy: 0.8137, Balanced Accuracy: 0.7045
2024-06-27 18:58:20,800 - INFO - Epoch 29, Train rgb - Loss: 0.0011, Accuracy: 0.9914, Balanced Accuracy: 0.9914
2024-06-27 18:58:20,961 - INFO - Epoch 29, Train rgb2 - Loss: 0.0009, Accuracy: 0.9916, Balanced Accuracy: 0.9916
2024-06-27 18:58:21,323 - INFO - Epoch 29, Val rgb - Loss: 0.0276, Accuracy: 0.7783, Balanced Accuracy: 0.6190
2024-06-27 18:58:21,327 - INFO - Epoch 29, Val rgb2 - Loss: 0.0322, Accuracy: 0.8123, Balanced Accuracy: 0.7042
2024-06-27 18:58:28,901 - INFO - Epoch 30, Train rgb - Loss: 0.0011, Accuracy: 0.9916, Balanced Accuracy: 0.9916
2024-06-27 18:58:28,975 - INFO - Epoch 30, Train rgb2 - Loss: 0.0009, Accuracy: 0.9917, Balanced Accuracy: 0.9917
